root,f_name,f_number,zp,mw_corr,mw_ebv,nobj,e10,e50,e90
abell2744clu-grizli-v6.0-fix,f090w_tot_1,363,0.895583,1.0145788,0.0111,12216,1.349945,2.1351645,4.231652
abell2744clu-grizli-v6.0-fix,f105w_tot_1,202,0.918921,1.0111773,0.0111,23167,2.3668,20.661823,41.338707
abell2744clu-grizli-v6.0-fix,f115w_tot_1,364,0.861552,1.0095057,0.0111,38232,1.5074036,2.6095836,7.64917
abell2744clu-grizli-v6.0-fix,f115wn_tot_1,309,0.864527,1.0095731,0.0111,16102,1.3973238,2.5969143,6.294457
abell2744clu-grizli-v6.0-fix,f125w_tot_1,203,0.943847,1.008339,0.0111,23051,3.396756,19.668003,40.227913
abell2744clu-grizli-v6.0-fix,f140w_tot_1,204,0.962929,1.0069976,0.0111,7203,2.757106,3.9719572,15.672886
abell2744clu-grizli-v6.0-fix,f150w_tot_1,365,0.862948,1.0061654,0.0111,38483,1.4678228,2.5422919,7.8759313
abell2744clu-grizli-v6.0-fix,f150wn_tot_1,310,0.879699,1.0062184,0.0111,16309,1.481262,2.7905977,6.912937
abell2744clu-grizli-v6.0-fix,f160w_tot_1,205,0.986259,1.0058984,0.0111,23081,3.0362766,25.446575,51.612007
abell2744clu-grizli-v6.0-fix,f200w_tot_1,366,0.896206,1.0040563,0.0111,37938,1.3725526,2.333587,6.5512323
abell2744clu-grizli-v6.0-fix,f200wn_tot_1,311,0.904943,1.0040472,0.0111,16666,1.356037,2.6524184,6.936784
abell2744clu-grizli-v6.0-fix,f277w_tot_1,375,1.0,1.002603,0.0111,37955,1.08453,1.897207,5.5593886
abell2744clu-grizli-v6.0-fix,f356w_tot_1,376,1.074052,1.0004811,0.0111,38398,1.0044562,1.7649401,5.5603976
abell2744clu-grizli-v6.0-fix,f410m_tot_1,383,1.119564,1.0,0.0111,23530,1.9305873,3.1254857,8.730464
abell2744clu-grizli-v6.0-fix,f435w_tot_1,233,1.0488,1.0431865,0.0111,19766,1.895411,2.8207047,7.6241026
abell2744clu-grizli-v6.0-fix,f444w_tot_1,377,1.132353,1.0000002,0.0111,38118,0.9730909,2.1555092,6.4210224
abell2744clu-grizli-v6.0-fix,f475w_tot_1,234,1.037338,1.0389808,0.0111,6172,3.0137227,4.0222983,7.2415514
abell2744clu-grizli-v6.0-fix,f606w_tot_1,236,0.892828,1.0292295,0.0111,36786,1.9913692,4.185629,20.811241
abell2744clu-grizli-v6.0-fix,f775w_tot_1,238,0.826131,1.0190501,0.0111,7170,4.072342,5.4156346,9.203905
abell2744clu-grizli-v6.0-fix,f814w_tot_1,239,0.813657,1.0177987,0.0111,31588,1.7480958,5.997034,27.795597
abell2744clu-grizli-v6.5-fix,f090w_tot_1,363,0.90788,1.0143143,0.0109,13098,1.3086212,2.0717247,3.9105856
abell2744clu-grizli-v6.5-fix,f105w_tot_1,202,0.93103,1.0109748,0.0109,28661,2.210856,19.639526,36.033207
abell2744clu-grizli-v6.5-fix,f115w_tot_1,364,0.868222,1.0093337,0.0109,39545,1.4787346,2.559488,7.1757903
abell1689-grizli-v7.4-fix,f105w_tot_1,202,0.962803,1.0230913,0.0228,1818,12.097886,18.028818,45.550953
abell1689-grizli-v7.4-fix,f115w_tot_1,364,0.89,1.0196217,0.0228,2181,11.77206,18.767262,55.79734
abell1689-grizli-v7.4-fix,f125w_tot_1,203,0.979897,1.017203,0.0228,2028,9.51812,16.269823,43.938854
abell1689-grizli-v7.4-fix,f140w_tot_1,204,0.995922,1.0144255,0.0228,1815,11.069645,16.430183,42.253258
abell1689-grizli-v7.4-fix,f150w_tot_1,365,0.869456,1.0127047,0.0228,2160,5.2099047,8.270067,27.341118
abell1689-grizli-v7.4-fix,f160w_tot_1,205,1.005706,1.012153,0.0228,2029,12.122419,20.733343,54.902836
abell1689-grizli-v7.4-fix,f200w_tot_1,366,0.910723,1.0083497,0.0228,2172,12.594987,20.066921,59.664898
abell1689-grizli-v7.4-fix,f277w_tot_1,375,1.0,1.0053542,0.0228,2153,5.025686,7.7185273,24.559946
abell1689-grizli-v7.4-fix,f356w_tot_1,376,1.085124,1.0009878,0.0228,2157,6.097749,9.354619,28.413687
abell1689-grizli-v7.4-fix,f435w_tot_1,233,1.109167,1.0907193,0.0228,0,-1.0,-1.0,-1.0
abell1689-grizli-v7.4-fix,f444w_tot_1,377,1.11,1.0000005,0.0228,2140,3.979966,6.1431217,18.989212
abell1689-grizli-v7.4-fix,f606w_tot_1,236,0.88639,1.0609382,0.0228,0,-1.0,-1.0,-1.0
abell1689-grizli-v7.4-fix,f625w_tot_1,237,0.89,1.0543352,0.0228,2189,5.270484,7.7872834,21.874317
abell1689-grizli-v7.4-fix,f775w_tot_1,238,0.85,1.0395195,0.0228,2188,5.80511,8.60834,24.697124
abell1689-grizli-v7.4-fix,f814w_tot_1,239,0.834041,1.0368961,0.0228,2196,2.233589,3.3465908,13.406409
abell1689-grizli-v7.4-fix,f850lp_tot_1,240,0.91,1.0299996,0.0228,2194,8.77087,12.824715,34.366047
abell2744clu-grizli-v7.0-fix,f090w_tot_1,363,0.905351,1.0145788,0.0111,13131,1.1317918,1.7741615,3.4913118
abell2744clu-grizli-v7.0-fix,f105w_tot_1,202,0.931568,1.0111773,0.0111,23430,2.3531373,20.550161,38.39455
abell2744clu-grizli-v7.0-fix,f115w_tot_1,364,0.869413,1.0095057,0.0111,39872,1.3429947,2.4598367,7.3535643
abell2744clu-grizli-v7.0-fix,f115wn_tot_1,309,0.871155,1.0095731,0.0111,16171,1.4217435,2.313052,5.5885963
abell2744clu-grizli-v7.0-fix,f125w_tot_1,203,0.956506,1.008339,0.0111,23314,3.376659,19.511585,36.905975
abell2744clu-grizli-v7.0-fix,f140w_tot_1,204,0.973465,1.0069976,0.0111,7227,2.734368,3.9045424,13.681038
abell2744clu-grizli-v7.0-fix,f150w_tot_1,365,0.872507,1.0061654,0.0111,40002,1.470139,2.5295973,7.3270373
abell2744clu-grizli-v7.0-fix,f150wn_tot_1,310,0.882859,1.0062184,0.0111,16381,1.5072896,2.4825935,6.033849
abell2744clu-grizli-v7.0-fix,f160w_tot_1,205,0.994844,1.0058984,0.0111,23349,3.0227592,25.329193,47.520145
abell2744clu-grizli-v7.0-fix,f200w_tot_1,366,0.906395,1.0040563,0.0111,39452,1.3734062,2.3262477,6.125838
abell2744clu-grizli-v7.0-fix,f200wn_tot_1,311,0.896458,1.0040472,0.0111,16736,1.4025959,2.7051454,6.724767
abell2744clu-grizli-v7.0-fix,f277w_tot_1,375,1.0,1.002603,0.0111,39882,1.0117966,1.7841889,4.8616424
abell2744clu-grizli-v7.0-fix,f356w_tot_1,376,1.078362,1.0004811,0.0111,39973,0.930768,1.6553578,4.767854
abell2744clu-grizli-v7.0-fix,f410m_tot_1,383,1.130577,1.0,0.0111,23674,1.9442178,3.1284215,7.7823873
abell2744clu-grizli-v7.0-fix,f435w_tot_1,233,1.058973,1.0431865,0.0111,19842,1.907367,2.7809465,7.591305
abell2744clu-grizli-v7.0-fix,f444w_tot_1,377,1.153372,1.0000002,0.0111,39728,0.8646799,2.090944,6.2035546
abell2744clu-grizli-v7.0-fix,f475w_tot_1,234,1.07964,1.0389808,0.0111,6130,3.0385008,3.9703045,6.9165063
abell2744clu-grizli-v7.0-fix,f606w_tot_1,236,0.902542,1.0292295,0.0111,37758,1.993543,4.1316876,19.975788
abell2744clu-grizli-v7.0-fix,f775w_tot_1,238,0.837196,1.0190501,0.0111,7786,4.0312834,5.3091736,8.835977
abell2744clu-grizli-v7.0-fix,f814w_tot_1,239,0.817142,1.0177987,0.0111,32100,1.7509624,6.0392857,26.729927
abell2744clu-grizli-v7.1-fix,clearp-f277w_tot_1,356,1.003894,1.002624,0.0111,14067,1.3788748,2.2445571,5.574933
abell2744clu-grizli-v7.1-fix,clearp-f356w_tot_1,357,1.085247,1.0004935,0.0111,13464,1.3402032,2.1635633,5.488083
abell2744clu-grizli-v7.1-fix,clearp-f430m_tot_1,360,1.190991,1.0000039,0.0111,14301,3.8719606,7.3573823,17.408068
abell2744clu-grizli-v7.1-fix,clearp-f444w_tot_1,358,1.201837,1.0000015,0.0111,13387,2.0847323,3.3600872,8.086381
abell2744clu-grizli-v7.1-fix,clearp-f480m_tot_1,361,1.244647,1.0000061,0.0111,14098,4.8515625,8.712154,21.20623
abell2744clu-grizli-v7.1-fix,f070w_tot_1,362,0.969667,1.022091,0.0111,26124,3.439813,5.465974,12.321451
abell2744clu-grizli-v7.1-fix,f090w_tot_1,363,0.90615,1.0145788,0.0111,39773,1.3445907,2.5213926,5.932409
abell2744clu-grizli-v7.1-fix,f090wn_tot_1,350,0.916088,1.0145912,0.0111,14073,1.2612344,2.0438523,4.7906723
abell2744clu-grizli-v7.1-fix,f105w_tot_1,202,0.932253,1.0111773,0.0111,26557,2.3210151,20.376877,37.86277
abell2744clu-grizli-v7.1-fix,f115w_tot_1,364,0.862765,1.0095057,0.0111,42040,1.3473442,2.4605412,7.2825007
abell2744clu-grizli-v7.1-fix,f115wn_tot_1,351,0.863231,1.0095747,0.0111,18048,1.3610818,2.24818,5.284005
abell2744clu-grizli-v7.1-fix,f125w_tot_1,203,0.94758,1.008339,0.0111,26442,3.3408656,19.324799,36.17716
abell2744clu-grizli-v7.1-fix,f140m_tot_1,368,0.891419,1.0067701,0.0111,26126,4.191977,6.608621,15.115236
abell2744clu-grizli-v7.1-fix,f140mn_tot_1,354,0.883126,1.0067825,0.0111,14071,2.727466,4.384443,9.938243
abell2744clu-grizli-v7.1-fix,f140w_tot_1,204,0.965554,1.0069976,0.0111,8044,2.6851363,3.8143187,12.917846
abell2744clu-grizli-v7.1-fix,f150w_tot_1,365,0.869765,1.0061654,0.0111,42193,1.4542499,2.5056152,7.204002
abell2744clu-grizli-v7.1-fix,f150w2-f162m_tot_1,369,0.895754,1.0053881,0.0111,26124,3.9361389,6.280854,14.468731
abell2744clu-grizli-v7.1-fix,f150wn_tot_1,352,0.880023,1.0062157,0.0111,18283,1.4443394,2.4053667,5.755979
abell2744clu-grizli-v7.1-fix,f158mn_tot_1,355,0.894444,1.0056943,0.0111,14074,2.6552768,4.2777443,9.729013
abell2744clu-grizli-v7.1-fix,f160w_tot_1,205,0.990457,1.0058984,0.0111,26470,2.979491,25.053411,46.803875
abell2744clu-grizli-v7.1-fix,f182m_tot_1,370,0.914769,1.004478,0.0111,26237,2.5440574,4.4245353,10.996201
abell2744clu-grizli-v7.1-fix,f200w_tot_1,366,0.905221,1.0040563,0.0111,41628,1.3625509,2.3115244,6.073768
abell2744clu-grizli-v7.1-fix,f200wn_tot_1,353,0.891974,1.0040462,0.0111,18653,1.335105,2.5598526,6.3381
abell2744clu-grizli-v7.1-fix,f210m_tot_1,371,0.941208,1.0037299,0.0111,26794,2.6571724,4.748229,12.4851265
abell2744clu-grizli-v7.1-fix,f250m_tot_1,379,0.993437,1.0029265,0.0111,25853,3.4085627,5.47602,12.825317
abell2744clu-grizli-v7.1-fix,f277w_tot_1,375,1.0,1.002603,0.0111,41849,1.0065228,1.7738613,4.8078785
abell2744clu-grizli-v7.1-fix,f300m_tot_1,380,1.018703,1.0023295,0.0111,27336,2.20215,3.6352534,10.854502
abell2744clu-grizli-v7.1-fix,f335m_tot_1,381,1.059147,1.0008947,0.0111,27068,2.058794,3.3984969,10.381376
abell2744clu-grizli-v7.1-fix,f356w_tot_1,376,1.0706,1.0004811,0.0111,41937,0.92626977,1.6455793,4.683845
abell2744clu-grizli-v7.1-fix,f360m_tot_1,382,1.088083,1.0000019,0.0111,25983,2.0888243,3.4280515,8.557098
abell2744clu-grizli-v7.1-fix,f410m_tot_1,383,1.11353,1.0,0.0111,28424,1.8912566,3.1211295,8.2476
abell2744clu-grizli-v7.1-fix,f430m_tot_1,384,1.161116,1.0000001,0.0111,25863,4.454672,7.1389365,16.261147
abell2744clu-grizli-v7.1-fix,f435w_tot_1,233,1.067762,1.0431865,0.0111,22435,1.8594693,2.7192287,7.4432383
abell2744clu-grizli-v7.1-fix,f444w_tot_1,377,1.144842,1.0000002,0.0111,41702,0.87361264,2.0997367,6.160375
abell2744clu-grizli-v7.1-fix,f460m_tot_1,385,1.194058,1.0000004,0.0111,27143,5.745537,9.400881,25.458464
abell2744clu-grizli-v7.1-fix,f475w_tot_1,234,1.011233,1.0389808,0.0111,7373,2.9135609,3.847955,6.647325
abell2744clu-grizli-v7.1-fix,f480m_tot_1,386,1.228159,1.0000005,0.0111,28100,5.5296025,8.886766,19.969099
abell2744clu-grizli-v7.1-fix,f606w_tot_1,236,0.8952,1.0292295,0.0111,43761,1.9099293,3.8324242,18.526112
abell2744clu-grizli-v7.1-fix,f606wu_tot_1,214,0.958623,1.0294101,0.0111,6716,7.5566783,10.566321,20.4646
abell2744clu-grizli-v7.1-fix,f775w_tot_1,238,0.839105,1.0190501,0.0111,7916,4.024186,5.2951818,8.781943
abell2744clu-grizli-v7.1-fix,f814w_tot_1,239,0.812461,1.0177987,0.0111,43311,1.7577972,6.740729,23.201975
abell2744clu-grizli-v7.2-fix,clearp-f277w_tot_1,356,1.004549,1.002624,0.0111,23698,0.77372754,1.3306445,4.011202
abell2744clu-grizli-v7.2-fix,clearp-f356w_tot_1,357,1.094359,1.0004935,0.0111,15035,1.3144232,2.1187897,5.3736267
abell2744clu-grizli-v7.2-fix,clearp-f430m_tot_1,360,1.202797,1.0000039,0.0111,16004,3.8267145,7.2517977,17.204327
abell2744clu-grizli-v7.2-fix,clearp-f444w_tot_1,358,1.214412,1.0000015,0.0111,14915,2.0571709,3.3058045,7.99823
abell2744clu-grizli-v7.2-fix,clearp-f480m_tot_1,361,1.260449,1.0000061,0.0111,15802,4.7542267,8.548999,20.910954
abell2744clu-grizli-v7.2-fix,f070w_tot_1,362,0.978297,1.022091,0.0111,30246,1.8207033,3.0320148,7.9470234
abell2744clu-grizli-v7.2-fix,f090w_tot_1,363,0.905954,1.0145788,0.0111,46241,1.1864444,1.9781332,4.686186
abell2744clu-grizli-v7.2-fix,f090wn_tot_1,350,0.914206,1.0145912,0.0111,23633,0.9060219,1.5487041,3.9247656
abell2744clu-grizli-v7.2-fix,f105w_tot_1,202,0.932457,1.0111773,0.0111,29754,2.3136377,20.38376,38.084103
abell2744clu-grizli-v7.2-fix,f115w_tot_1,364,0.859396,1.0095057,0.0111,49793,1.3393513,2.2818918,6.290794
abell2744clu-grizli-v7.2-fix,f115wn_tot_1,351,0.862122,1.0095747,0.0111,19741,1.332793,2.205233,5.202777
abell2744clu-grizli-v7.2-fix,f125w_tot_1,203,0.944695,1.008339,0.0111,29578,3.330866,19.293444,36.15136
abell2744clu-grizli-v7.2-fix,f140m_tot_1,368,0.889651,1.0067701,0.0111,27298,4.1941953,6.6086564,15.196664
abell2744clu-grizli-v7.2-fix,f140mn_tot_1,354,0.882557,1.0067825,0.0111,15778,2.6897974,4.304483,9.772311
abell2744clu-grizli-v7.2-fix,f140w_tot_1,204,0.961179,1.0069976,0.0111,8556,2.64693,3.7747557,12.4104395
abell2744clu-grizli-v7.2-fix,f150w_tot_1,365,0.864946,1.0061654,0.0111,49587,1.4584028,2.4373677,6.572446
abell2744clu-grizli-v7.2-fix,f150w2-f162m_tot_1,369,0.891977,1.0053881,0.0111,27287,3.9310825,6.285126,14.518654
abell2744clu-grizli-v7.2-fix,f150wn_tot_1,352,0.87691,1.0062157,0.0111,19972,1.4147478,2.3606741,5.65692
abell2744clu-grizli-v7.2-fix,f158mn_tot_1,355,0.891518,1.0056943,0.0111,15785,2.613528,4.1935215,9.609609
abell2744clu-grizli-v7.2-fix,f160w_tot_1,205,0.987136,1.0058984,0.0111,29651,2.9681332,25.061434,47.14429
abell2744clu-grizli-v7.2-fix,f182m_tot_1,370,0.908542,1.004478,0.0111,27401,2.544011,4.427455,11.047699
abell2744clu-grizli-v7.2-fix,f200w_tot_1,366,0.897277,1.0040563,0.0111,49292,1.2295498,2.0868366,5.3170485
abell2744clu-grizli-v7.2-fix,f200wn_tot_1,353,0.887524,1.0040462,0.0111,20346,1.3090832,2.470127,6.128688
abell2744clu-grizli-v7.2-fix,f210m_tot_1,371,0.93852,1.0037299,0.0111,28443,2.6525412,4.77115,13.020853
abell2744clu-grizli-v7.2-fix,f250m_tot_1,379,0.992119,1.0029265,0.0111,26928,3.4149618,5.4884267,12.839391
abell2744clu-grizli-v7.2-fix,f277w_tot_1,375,1.0,1.002603,0.0111,49690,0.9527217,1.6069031,4.2853055
abell2744clu-grizli-v7.2-fix,f300m_tot_1,380,1.023088,1.0023295,0.0111,28937,2.219587,3.6730123,11.7019205
abell2744clu-grizli-v7.2-fix,f335m_tot_1,381,1.065895,1.0008947,0.0111,28555,2.0796883,3.4385073,11.449125
abell2744clu-grizli-v7.2-fix,f356w_tot_1,376,1.075773,1.0004811,0.0111,50231,0.8418522,1.4082408,4.071072
abell2744clu-grizli-v7.2-fix,f360m_tot_1,382,1.095946,1.0000019,0.0111,27060,2.0992095,3.4341168,8.593426
abell2744clu-grizli-v7.2-fix,f410m_tot_1,383,1.123839,1.0,0.0111,31645,1.9139619,3.1378574,8.092538
abell2744clu-grizli-v7.2-fix,f430m_tot_1,384,1.173745,1.0000001,0.0111,26937,4.477606,7.171442,16.287292
abell2744clu-grizli-v7.2-fix,f435w_tot_1,233,1.058413,1.0431865,0.0111,24185,1.8400282,2.6929746,7.5103335
abell2744clu-grizli-v7.2-fix,f444w_tot_1,377,1.156072,1.0000002,0.0111,49452,0.89572257,1.8761647,5.2762594
abell2744clu-grizli-v7.2-fix,f460m_tot_1,385,1.213451,1.0000004,0.0111,28486,5.7892227,9.461932,26.668653
abell2744clu-grizli-v7.2-fix,f475w_tot_1,234,1.089441,1.0389808,0.0111,7999,2.8727336,3.7873418,6.515915
abell2744clu-grizli-v7.2-fix,f480m_tot_1,386,1.2483,1.0000005,0.0111,31241,5.5809517,8.783625,19.644331
abell2744clu-grizli-v7.2-fix,f606w_tot_1,236,0.907416,1.0292295,0.0111,47970,1.9304665,4.283321,20.967257
abell2744clu-grizli-v7.2-fix,f775w_tot_1,238,0.839798,1.0190501,0.0111,8862,3.9756804,5.2812667,8.875904
abell2744clu-grizli-v7.2-fix,f814w_tot_1,239,0.817264,1.0177987,0.0111,42738,1.7185034,7.2023897,28.051634
abell2744par-grizli-v7.0-fix,f090w_tot_1,363,0.905357,1.0143143,0.0109,9098,1.9462777,2.613172,4.53009
abell2744par-grizli-v7.0-fix,f105w_tot_1,202,0.940287,1.0109748,0.0109,3476,7.1661115,21.759497,40.343365
abell2744par-grizli-v7.0-fix,f115w_tot_1,364,0.874366,1.0093337,0.0109,25779,1.7996817,3.5167143,7.37267
abell2744par-grizli-v7.0-fix,f125w_tot_1,203,0.955735,1.0081881,0.0109,3471,8.336152,20.319044,38.097523
abell2744par-grizli-v7.0-fix,f140w_tot_1,204,0.959511,1.0068711,0.0109,370,2.7227337,4.3942633,13.456085
abell2744par-grizli-v7.0-fix,f150w_tot_1,365,0.871281,1.0060539,0.0109,25248,1.6093743,3.068962,6.444976
abell2744par-grizli-v7.0-fix,f160w_tot_1,205,0.999055,1.0057918,0.0109,3474,8.756945,26.697538,50.342663
abell2744par-grizli-v7.0-fix,f200w_tot_1,366,0.904744,1.0039831,0.0109,25239,1.3519627,2.5777426,5.5224423
abell2744par-grizli-v7.0-fix,f277w_tot_1,375,1.0,1.0025562,0.0109,26311,1.0236118,2.0188792,4.4237766
abell2744par-grizli-v7.0-fix,f356w_tot_1,376,1.076223,1.0004725,0.0109,25963,0.9959438,1.9047812,4.149223
abell2744par-grizli-v7.0-fix,f410m_tot_1,383,1.125169,1.0,0.0109,11711,2.3655128,3.3772185,6.260569
abell2744par-grizli-v7.0-fix,f435w_tot_1,233,1.067119,1.0423921,0.0109,2120,1.9065492,2.7140768,7.101577
abell2744par-grizli-v7.0-fix,f444w_tot_1,377,1.141586,1.0000002,0.0109,25968,1.4636343,2.759845,5.8443155
abell2744par-grizli-v7.0-fix,f480m_tot_1,386,1.184613,1.0000005,0.0109,9474,5.600413,7.569669,12.4744215
abell2744par-grizli-v7.0-fix,f606w_tot_1,236,0.897765,1.0286956,0.0109,11693,3.0185773,9.859831,21.838114
abell2744par-grizli-v7.0-fix,f814w_tot_1,239,0.836817,1.0174752,0.0109,17328,4.011421,15.8642645,31.458231
abell370-clu-grizli-v7.0-fix,f090w_tot_1,363,0.898087,1.0356929,0.0269,8048,3.1156888,4.7527275,11.667324
abell370-clu-grizli-v7.0-fix,f115w_tot_1,364,0.89,1.0231903,0.0269,8053,3.1614387,4.7951384,11.796252
abell370-clu-grizli-v7.0-fix,f115wn_tot_1,309,0.86929,1.0233557,0.0269,3208,2.5261688,3.7866137,10.15597
abell370-clu-grizli-v7.0-fix,f150w_tot_1,365,0.869456,1.0150062,0.0269,8039,2.688383,4.0679564,10.4757185
abell370-clu-grizli-v7.0-fix,f150wn_tot_1,310,0.9,1.0151359,0.0269,3188,3.3194034,4.95331,13.1427145
abell370-clu-grizli-v7.0-fix,f200w_tot_1,366,0.910723,1.0098585,0.0269,8049,2.216653,3.3828983,9.283574
abell370-clu-grizli-v7.0-fix,f200wn_tot_1,311,0.932246,1.0098361,0.0269,3178,3.073012,4.6222234,12.207073
abell370-clu-grizli-v7.0-fix,f277w_tot_1,375,1.0,1.00632,0.0269,7932,1.7413434,2.627917,7.9129996
abell370-clu-grizli-v7.0-fix,f356w_tot_1,376,1.085124,1.0011652,0.0269,7934,1.6033568,2.4172645,7.2005405
abell370-clu-grizli-v7.0-fix,f410m_tot_1,383,1.17,1.0000001,0.0269,7945,2.915088,4.364067,11.235694
abell370-clu-grizli-v7.0-fix,f444w_tot_1,377,1.11,1.0000006,0.0269,7943,2.4221349,3.6061215,9.555767
abell370-full-grizli-v7.1-fix,f090w_tot_1,363,0.909388,1.0348833,0.0263,17003,2.3012333,3.5430877,8.354713
abell370-full-grizli-v7.1-fix,f105w_tot_1,202,0.919446,1.0266819,0.0263,13318,2.1971934,20.259407,34.540928
abell370-full-grizli-v7.1-fix,f110w_tot_1,241,0.945948,1.0235397,0.0263,3353,5.8066874,9.352154,22.907299
abell370-full-grizli-v7.1-fix,f115w_tot_1,364,0.869728,1.0226673,0.0263,22085,2.425016,4.2859044,9.471337
abell370-full-grizli-v7.1-fix,f115wn_tot_1,309,0.871965,1.0228289,0.0263,3209,2.5232763,3.7975967,10.497602
abell370-full-grizli-v7.1-fix,f125w_tot_1,203,0.944861,1.0198696,0.0263,13307,3.2777488,19.556112,33.345688
abell370-full-grizli-v7.1-fix,f140m_tot_1,368,0.881409,1.0161151,0.0263,8831,3.9562023,5.3395333,8.619484
abell370-full-grizli-v7.1-fix,f140w_tot_1,204,0.949606,1.016658,0.0263,8055,2.9989107,5.4896846,16.538637
abell370-full-grizli-v7.1-fix,f150w_tot_1,365,0.871054,1.0146691,0.0263,22438,2.0755079,3.7131534,8.243432
abell370-full-grizli-v7.1-fix,f150w2-f162m_tot_1,369,0.891314,1.0128134,0.0263,8838,3.7527883,5.0657587,8.2617235
abell370-full-grizli-v7.1-fix,f150wn_tot_1,310,0.887599,1.0147958,0.0263,3192,3.2761142,4.9892015,13.398825
abell370-full-grizli-v7.1-fix,f160w_tot_1,205,0.970396,1.0140316,0.0263,13320,2.861809,21.908373,40.292023
abell370-full-grizli-v7.1-fix,f182m_tot_1,370,0.914769,1.0106424,0.0263,8887,2.180582,2.953795,5.1289296
abell370-full-grizli-v7.1-fix,f200w_tot_1,366,0.903838,1.0096376,0.0263,13351,2.3860312,4.0438795,8.876588
abell370-full-grizli-v7.1-fix,f200wn_tot_1,311,0.910651,1.0096155,0.0263,3179,3.0422401,4.6431227,12.434546
abell370-full-grizli-v7.1-fix,f210m_tot_1,371,0.939317,1.00886,0.0263,8888,2.3937776,3.2411509,5.539899
abell370-full-grizli-v7.1-fix,f250m_tot_1,379,1.01309,1.0069476,0.0263,9279,3.498685,4.716485,7.672122
abell370-full-grizli-v7.1-fix,f277w_tot_1,375,1.0,1.0061786,0.0263,22848,1.3773026,2.3933885,5.6790395
abell370-full-grizli-v7.1-fix,f300m_tot_1,380,1.021169,1.0055282,0.0263,9279,2.3635404,3.2204576,5.36129
abell370-full-grizli-v7.1-fix,f335m_tot_1,381,1.050295,1.0021194,0.0263,9335,1.6632774,2.2827153,4.060548
abell370-full-grizli-v7.1-fix,f356w_tot_1,376,1.077226,1.0011392,0.0263,13623,1.7283651,2.7872,6.62087
abell370-full-grizli-v7.1-fix,f360m_tot_1,382,1.080305,1.0000046,0.0263,9331,1.7026176,2.312651,4.0524173
abell370-full-grizli-v7.1-fix,f410m_tot_1,383,1.128534,1.0000001,0.0263,17338,2.2228413,3.3235884,8.0406885
abell370-full-grizli-v7.1-fix,f435w_tot_1,233,0.937438,1.1053534,0.0263,9658,1.9725983,2.745676,5.427428
abell370-full-grizli-v7.1-fix,f444w_tot_1,377,1.157845,1.0000006,0.0263,22614,1.9276632,3.2335823,7.1536794
abell370-full-grizli-v7.1-fix,f475w_tot_1,234,1.206119,1.0948076,0.0263,10352,3.3304322,5.1553316,12.390679
abell370-full-grizli-v7.1-fix,f606w_tot_1,236,0.840556,1.070607,0.0263,15436,1.9344612,3.7929208,23.606972
abell370-full-grizli-v7.1-fix,f625w_tot_1,237,0.867581,1.0629312,0.0263,3402,14.25275,21.11221,46.778767
abell370-full-grizli-v7.1-fix,f625wu_tot_1,215,0.875751,1.0640569,0.0263,642,23.731216,33.94769,76.58558
abell370-full-grizli-v7.1-fix,f814w_tot_1,239,0.806064,1.0426772,0.0263,15357,1.8105936,3.236821,25.2957
abell370-full-grizli-v7.1-fix,f814wu_tot_1,217,0.854278,1.0427123,0.0263,609,31.292067,44.75031,98.14134
abells1063-grizli-v7.0-fix,f105w_tot_1,202,0.826236,1.0106711,0.0106,1611,2.1834958,3.3112197,20.659399
abells1063-grizli-v7.0-fix,f110w_tot_1,241,0.849898,1.0094247,0.0106,1500,7.7706714,11.070282,31.962454
abells1063-grizli-v7.0-fix,f115w_tot_1,364,0.801112,1.0090756,0.0106,1594,9.176843,13.86798,30.503695
abells1063-grizli-v7.0-fix,f125w_tot_1,203,0.851049,1.0079619,0.0106,1611,3.0378227,4.535044,23.33488
abells1063-grizli-v7.0-fix,f140w_tot_1,204,0.866417,1.0066813,0.0106,1497,2.8984473,4.188206,17.65982
abells1063-grizli-v7.0-fix,f150w_tot_1,365,0.821312,1.0058868,0.0106,1597,9.029979,13.54101,30.211502
abells1063-grizli-v7.0-fix,f160w_tot_1,205,0.884176,1.0056319,0.0106,1611,2.794222,4.1843805,27.139896
abells1063-grizli-v7.0-fix,f200w_tot_1,366,0.844349,1.0038733,0.0106,1597,6.251585,9.344945,22.835861
abells1063-grizli-v7.0-fix,f250m_tot_1,379,0.885686,1.0027944,0.0106,1579,10.779652,15.619291,34.824554
abells1063-grizli-v7.0-fix,f300m_tot_1,380,0.917705,1.0022244,0.0106,1578,8.146095,11.842374,27.1836
abells1063-grizli-v7.0-fix,f435w_tot_1,233,0.941713,1.0412018,0.0106,1611,2.5321734,3.4820936,7.1294045
abells1063-grizli-v7.0-fix,f444w_tot_1,377,1.0,1.0000002,0.0106,1580,5.4699626,7.9134297,18.46315
abells1063-grizli-v7.0-fix,f475w_tot_1,234,0.873351,1.0371931,0.0106,1444,11.040096,16.111357,34.664185
abells1063-grizli-v7.0-fix,f606w_tot_1,236,0.803412,1.0278951,0.0106,1611,2.192068,3.0440137,7.74973
abells1063-grizli-v7.0-fix,f606wu_tot_1,214,0.856355,1.0280675,0.0106,1611,6.4886737,8.846355,17.838902
abells1063-grizli-v7.0-fix,f625w_tot_1,237,0.772128,1.0249071,0.0106,1485,13.284867,18.963142,40.793972
