root,f_name,f_number,zp,mw_corr,mw_ebv,nobj,e10,e50,e90
cluster-j173808p6006-grizli-v7.5-fix,f150w2_tot_1,367,0.851242,1.0222074,0.0396,3253,2.5059128,3.7861564,10.939779
cluster-j173808p6006-grizli-v7.5-fix,f322w2_tot_1,378,1.0,1.0051779,0.0396,3229,2.118502,3.1711607,10.890567
cluster-j173808p6006-grizli-v7.5-fix,f606w_tot_1,236,0.881405,1.1081359,0.0396,3174,8.935046,12.064328,23.390001
cluster-j173808p6006-grizli-v7.5-fix,f814w_tot_1,239,0.816703,1.0649351,0.0396,3163,13.371745,17.97445,34.537975
cluster-j183108p6215-grizli-v7.5-fix,f110w_tot_1,241,0.958248,1.0347291,0.0386,2609,24.78403,34.199726,68.52209
cluster-j183108p6215-grizli-v7.5-fix,f140w_tot_1,204,0.960563,1.0245419,0.0386,2589,22.59216,30.901783,60.120983
cluster-j183108p6215-grizli-v7.5-fix,f150w2_tot_1,367,0.854367,1.0216415,0.0386,3396,2.4916844,3.8769598,11.173083
cluster-j183108p6215-grizli-v7.5-fix,f322w2_tot_1,378,1.0,1.0050471,0.0386,3372,2.0958118,3.3008401,12.4788475
cluster-j183108p6215-grizli-v7.5-fix,f606w_tot_1,236,0.884998,1.1052704,0.0386,3266,14.061894,18.797762,34.11258
cluster-j183108p6215-grizli-v7.5-fix,f814w_tot_1,239,0.819728,1.0632454,0.0386,3232,21.259127,28.52619,51.103523
cluster-j201108m5228-grizli-v7.5-fix,f125w_tot_1,203,0.950409,1.0435563,0.057,2624,18.691818,24.529905,40.248276
cluster-j201108m5228-grizli-v7.5-fix,f140w_tot_1,204,0.935784,1.036448,0.057,2604,16.13554,21.26331,33.9764
cluster-j201108m5228-grizli-v7.5-fix,f150w2_tot_1,367,0.852276,1.0320969,0.057,3395,2.8969352,4.2572093,10.2868395
cluster-j201108m5228-grizli-v7.5-fix,f322w2_tot_1,378,1.0,1.0074551,0.057,3371,2.4350514,3.6318054,10.573386
cluster-j201108m5228-grizli-v7.5-fix,f475wu_tot_1,212,1.011501,1.2153116,0.057,3361,7.051115,10.020751,17.449596
cluster-j201108m5228-grizli-v7.5-fix,f606wu_tot_1,214,0.855604,1.1602259,0.057,3369,5.6702356,7.988184,15.10451
cluster-j203408m5936-grizli-v7.5-fix,f150w2_tot_1,367,0.848518,1.0315262,0.056,3314,2.8234549,4.155095,10.663798
cluster-j203408m5936-grizli-v7.5-fix,f322w2_tot_1,378,1.0,1.0073242,0.056,3278,2.321484,3.4700978,10.577921
cluster-j203408m5936-grizli-v7.5-fix,f606w_tot_1,236,0.880668,1.1561768,0.056,3345,7.236833,9.476525,16.784399
cluster-j204012m5725-grizli-v7.5-fix,f150w2_tot_1,367,0.854962,1.0394236,0.0698,3524,2.7261865,3.93789,8.386434
cluster-j204012m5725-grizli-v7.5-fix,f322w2_tot_1,378,1.0,1.0091312,0.0698,3501,2.3112426,3.2840996,8.146699
cluster-j204012m5725-grizli-v7.5-fix,f814w_tot_1,239,0.828008,1.1172228,0.0698,3448,12.462714,16.124466,25.646933
cluster-j212928m0741-grizli-v7.5-fix,f105w_tot_1,202,0.942833,1.0694617,0.0671,2927,11.044239,15.218381,33.162895
cluster-j212928m0741-grizli-v7.5-fix,f110w_tot_1,241,0.96192,1.0611054,0.0671,2618,9.645019,12.777809,23.73596
cluster-j212928m0741-grizli-v7.5-fix,f125w_tot_1,203,0.971881,1.0514671,0.0671,2739,14.091587,19.232672,36.88075
cluster-j212928m0741-grizli-v7.5-fix,f140w_tot_1,204,0.98125,1.0430411,0.0671,2992,7.95292,11.5194435,23.8723
cluster-j212928m0741-grizli-v7.5-fix,f150w2_tot_1,367,0.920709,1.0378745,0.0671,3236,3.0728657,4.5056715,12.201189
cluster-j212928m0741-grizli-v7.5-fix,f160w_tot_1,205,1.0,1.036187,0.0671,2764,11.918547,16.03922,31.712551
cluster-j212928m0741-grizli-v7.5-fix,f322w2_tot_1,378,1.156188,1.0087775,0.0671,3208,2.57715,3.7946339,12.248424
cluster-j212928m0741-grizli-v7.5-fix,f390wu_tot_1,210,1.244986,1.3207465,0.0671,2939,11.70331,16.131702,32.68084
cluster-j212928m0741-grizli-v7.5-fix,f435w_tot_1,233,1.057385,1.2910721,0.0671,2845,14.431111,20.251871,45.036304
cluster-j212928m0741-grizli-v7.5-fix,f475w_tot_1,234,0.974445,1.2597508,0.0671,2989,10.775101,15.0206375,31.36045
cluster-j212928m0741-grizli-v7.5-fix,f555w_tot_1,235,0.975798,1.2170811,0.0671,3271,8.353985,11.033982,19.946987
cluster-j212928m0741-grizli-v7.5-fix,f606w_tot_1,236,0.910246,1.1898354,0.0671,3004,9.772296,13.604336,27.160105
cluster-j212928m0741-grizli-v7.5-fix,f625w_tot_1,237,0.885721,1.1684049,0.0671,2949,14.704009,20.515013,43.606647
cluster-j212928m0741-grizli-v7.5-fix,f775w_tot_1,238,0.850886,1.1207843,0.0671,3035,17.265024,23.673231,48.273544
cluster-j212928m0741-grizli-v7.5-fix,f814w_tot_1,239,0.861157,1.1124473,0.0671,3276,7.0097027,9.275641,17.2521
cluster-j212928m0741-grizli-v7.5-fix,f850lp_tot_1,240,0.879605,1.0908597,0.0671,3262,23.313454,31.343128,56.423016
cluster-j232952m5832-grizli-v7.5-fix,f150w2_tot_1,367,0.854838,1.0069652,0.0125,3309,2.6069653,3.7615635,8.537183
cluster-j232952m5832-grizli-v7.5-fix,f322w2_tot_1,378,1.0,1.0016338,0.0125,3297,2.1290257,3.0737607,8.497
cluster-j232952m5832-grizli-v7.5-fix,f606w_tot_1,236,0.884188,1.0329746,0.0125,3328,7.6562595,10.132975,16.08006
elgordo-grizli-v7.0-fix,f090w_tot_1,363,0.923755,1.0112772,0.0086,6732,4.3884706,6.1737757,12.022141
elgordo-grizli-v7.0-fix,f105w_tot_1,202,0.924556,1.0086492,0.0086,3338,15.271886,21.384678,38.63623
elgordo-grizli-v7.0-fix,f115w_tot_1,364,0.861429,1.0073571,0.0086,6731,4.3867464,6.1006436,12.021301
elgordo-grizli-v7.0-fix,f125w_tot_1,203,0.942324,1.006455,0.0086,3338,29.472097,40.875908,73.461075
elgordo-grizli-v7.0-fix,f140w_tot_1,204,0.97564,1.0054173,0.0086,3338,24.587545,34.780617,61.830025
elgordo-grizli-v7.0-fix,f150w_tot_1,365,0.868988,1.0047735,0.0086,6730,4.4217677,6.14486,12.196675
elgordo-grizli-v7.0-fix,f160w_tot_1,205,0.979784,1.0045669,0.0086,3338,16.42853,22.728703,41.07921
elgordo-grizli-v7.0-fix,f200w_tot_1,366,0.905768,1.0031414,0.0086,6724,3.3441136,4.6923547,9.805393
elgordo-grizli-v7.0-fix,f277w_tot_1,375,1.0,1.0020162,0.0086,6685,2.4717586,3.3741229,7.708089
elgordo-grizli-v7.0-fix,f356w_tot_1,376,1.083552,1.0003729,0.0086,6687,2.4812505,3.3766887,7.6362324
elgordo-grizli-v7.0-fix,f410m_tot_1,383,1.133849,1.0,0.0086,6695,4.040847,5.4725246,11.112613
elgordo-grizli-v7.0-fix,f435w_tot_1,233,1.073226,1.0333005,0.0086,3439,13.123359,17.536345,31.595894
elgordo-grizli-v7.0-fix,f444w_tot_1,377,1.178893,1.0000002,0.0086,6686,3.2951078,4.468553,9.207302
elgordo-grizli-v7.0-fix,f606w_tot_1,236,0.87915,1.0225747,0.0086,6681,6.5171375,9.305897,15.883087
elgordo-grizli-v7.0-fix,f625w_tot_1,237,0.87514,1.020161,0.0086,4581,9.3842745,12.927287,22.116259
elgordo-grizli-v7.0-fix,f775w_tot_1,238,0.854517,1.0147284,0.0086,4579,10.928311,15.019467,25.654085
elgordo-grizli-v7.0-fix,f814w_tot_1,239,0.854067,1.013763,0.0086,3579,12.196928,15.934881,27.506268
elgordo-grizli-v7.0-fix,f850lp_tot_1,240,0.861742,1.0112126,0.0086,4575,21.751513,29.742714,49.078175
gdn-grizli-v7.0-fix,f105w_tot_1,202,0.908261,1.0105699,0.0105,36231,5.0398164,7.118457,21.296896
gdn-grizli-v7.0-fix,f110w_tot_1,241,0.950524,1.0093354,0.0105,2858,10.576024,13.544792,21.890787
gdn-grizli-v7.0-fix,f115w_tot_1,364,0.852975,1.0089897,0.0105,9446,4.6004047,6.0276937,9.923746
gdn-grizli-v7.0-fix,f125w_tot_1,203,0.923079,1.0078865,0.0105,37003,4.685912,6.665348,15.228547
gdn-grizli-v7.0-fix,f140w_tot_1,204,0.941157,1.0066181,0.0105,33194,7.8584127,24.390417,39.5774
gdn-grizli-v7.0-fix,f150w_tot_1,365,0.840138,1.0058311,0.0105,9271,3.9758432,5.1446266,8.781656
gdn-grizli-v7.0-fix,f160w_tot_1,205,0.951324,1.0055786,0.0105,37004,5.6875005,8.022556,16.52268
gdn-grizli-v7.0-fix,f182m_tot_1,370,0.885575,1.0042354,0.0105,33323,2.9168274,4.4672503,8.291391
gdn-grizli-v7.0-fix,f210m_tot_1,371,0.90185,1.0035279,0.0105,32790,3.6091092,5.592996,9.833271
gdn-grizli-v7.0-fix,f356w_tot_1,376,1.053382,1.0004551,0.0105,8959,2.4957519,3.310801,6.4183364
gdn-grizli-v7.0-fix,f435w_tot_1,233,1.047537,1.0408053,0.0105,37645,2.549903,3.7504036,6.7483664
gdn-grizli-v7.0-fix,f444w_tot_1,377,1.0,1.0000002,0.0105,37136,3.4385355,6.0374103,10.717438
gdn-grizli-v7.0-fix,f606w_tot_1,236,0.907409,1.0276284,0.0105,37490,3.3875453,4.5403786,7.7126455
gdn-grizli-v7.0-fix,f775w_tot_1,238,0.849549,1.0180112,0.0105,37812,3.3594694,4.984199,9.047431
gdn-grizli-v7.0-fix,f814w_tot_1,239,0.831279,1.0168287,0.0105,37812,2.3926542,3.5040736,6.773267
gdn-grizli-v7.0-fix,f850lp_tot_1,240,0.845973,1.0137066,0.0105,37637,5.6469145,8.082049,12.979519
gdn-grizli-v7.3-fix,f090w_tot_1,363,0.846736,1.0137855,0.0105,64639,2.1129081,3.5522795,7.511878
gdn-grizli-v7.3-fix,f105w_tot_1,202,0.850221,1.0105699,0.0105,61230,4.9375887,6.8485856,20.094036
gdn-grizli-v7.3-fix,f110w_tot_1,241,0.894468,1.0093354,0.0105,3914,9.8741,13.105152,19.998423
gdn-grizli-v7.3-fix,f115w_tot_1,364,0.795382,1.0089897,0.0105,69588,1.5311469,2.8330972,6.6128635
gdn-grizli-v7.3-fix,f125w_tot_1,203,0.861455,1.0078865,0.0105,64649,4.521587,6.4778886,14.314318
gdn-grizli-v7.3-fix,f1280w_tot_1,399,2.167054,1.0,0.0105,3116,23.818264,34.316116,119.09485
gdn-grizli-v7.3-fix,f140w_tot_1,204,0.883748,1.0066181,0.0105,54170,8.2363,23.75748,38.41066
gdn-grizli-v7.3-fix,f150w_tot_1,365,0.789246,1.0058311,0.0105,58376,1.8629913,3.5851855,6.9602995
gdn-grizli-v7.3-fix,f160w_tot_1,205,0.889348,1.0055786,0.0105,64638,5.56591,7.878153,15.981704
gdn-grizli-v7.3-fix,f182m_tot_1,370,0.829233,1.0042354,0.0105,44521,2.9567494,4.557159,8.899842
gdn-grizli-v7.3-fix,f200w_tot_1,366,0.822599,1.0038368,0.0105,51674,1.5324161,2.8258157,5.6344714
gdn-grizli-v7.3-fix,f210m_tot_1,371,0.847566,1.0035279,0.0105,43052,3.6547592,5.6704054,9.821101
gdn-grizli-v7.3-fix,f277w_tot_1,375,0.905035,1.0024623,0.0105,51198,1.151457,2.0799708,4.2476187
gdn-grizli-v7.3-fix,f335m_tot_1,381,0.939717,1.0008464,0.0105,44657,1.6372315,2.881693,5.7497187
gdn-grizli-v7.3-fix,f356w_tot_1,376,0.956992,1.0004551,0.0105,69023,1.1021119,2.0543928,4.908727
gdn-grizli-v7.3-fix,f410m_tot_1,383,0.990043,1.0,0.0105,50691,2.093012,3.6292837,6.9086866
gdn-grizli-v7.3-fix,f435w_tot_1,233,0.947618,1.0408053,0.0105,68701,2.3242018,3.6207933,7.092955
gdn-grizli-v7.3-fix,f444w_tot_1,377,1.0,1.0000002,0.0105,69122,1.7524972,3.237253,7.4925985
gdn-grizli-v7.3-fix,f606w_tot_1,236,0.836379,1.0276284,0.0105,66756,3.389096,4.702651,8.437068
gdn-grizli-v7.3-fix,f770w_tot_1,396,1.351569,1.0,0.0105,3168,10.363955,14.848902,51.2691
gdn-grizli-v7.3-fix,f775w_tot_1,238,0.782542,1.0180112,0.0105,69379,3.42677,5.4981685,10.484335
gdn-grizli-v7.3-fix,f814w_tot_1,239,0.77137,1.0168287,0.0105,70168,2.3361382,3.4186735,6.293932
gdn-grizli-v7.3-fix,f850lp_tot_1,240,0.780161,1.0137066,0.0105,68376,5.531307,8.060357,14.686518
gds-grizli-v7.0-fix,f090w_tot_1,363,0.876694,1.0089065,0.0068,28551,1.0507653,1.566396,2.8120525
gds-grizli-v7.0-fix,f105w_tot_1,202,0.855994,1.0068328,0.0068,47793,1.4973923,5.958737,11.981395
gds-grizli-v7.0-fix,f110w_tot_1,241,0.866942,1.0060364,0.0068,2181,7.2274475,9.102582,13.445708
gds-grizli-v7.0-fix,f115w_tot_1,364,0.8154,1.0058128,0.0068,30819,0.8054107,1.2276207,2.3163908
gds-grizli-v7.0-fix,f115wn_tot_1,309,0.804985,1.0058539,0.0068,5884,1.8110732,2.3839502,3.849561
gds-grizli-v7.0-fix,f125w_tot_1,203,0.867718,1.0051005,0.0068,52206,2.2996926,6.652368,11.037644
gds-grizli-v7.0-fix,f140w_tot_1,204,0.885914,1.0042812,0.0068,49235,2.3084407,27.231747,39.647232
gds-grizli-v7.0-fix,f150w_tot_1,365,0.806718,1.0037725,0.0068,30964,0.8973551,1.3520118,2.560836
gds-grizli-v7.0-fix,f150wn_tot_1,310,0.814886,1.0038049,0.0068,6200,3.4292293,4.5190206,7.4157605
gds-grizli-v7.0-fix,f160w_tot_1,205,0.895191,1.0036093,0.0068,52206,2.2268286,8.487887,13.951869
gds-grizli-v7.0-fix,f182m_tot_1,370,0.840608,1.0027409,0.0068,46994,1.4004364,4.0366907,7.436528
gds-grizli-v7.0-fix,f200w_tot_1,366,0.838228,1.002483,0.0068,30456,0.88810945,1.3502123,2.4119778
gds-grizli-v7.0-fix,f200wn_tot_1,311,0.817059,1.0024774,0.0068,6679,3.328961,4.4967303,7.3870187
gds-grizli-v7.0-fix,f210m_tot_1,371,0.861247,1.0022833,0.0068,46171,1.5620011,4.9582253,8.794446
gds-grizli-v7.0-fix,f277w_tot_1,375,0.920283,1.001594,0.0068,30916,0.59323376,0.8992513,1.8616962
gds-grizli-v7.0-fix,f335m_tot_1,381,0.962822,1.0005481,0.0068,29242,0.98088914,1.471909,2.5192518
gds-grizli-v7.0-fix,f356w_tot_1,376,0.979557,1.0002948,0.0068,30760,0.66069514,1.0038823,1.860627
gds-grizli-v7.0-fix,f410m_tot_1,383,1.000263,1.0,0.0068,29433,1.0461264,1.5638652,2.7973335
gds-grizli-v7.0-fix,f430m_tot_1,384,1.029735,1.0,0.0068,11468,2.5037904,3.3271868,5.753075
gds-grizli-v7.0-fix,f435w_tot_1,233,0.976796,1.0262405,0.0068,52020,1.2032262,3.3953266,6.08766
gds-grizli-v7.0-fix,f444w_tot_1,377,1.0,1.0000001,0.0068,51184,0.8967182,1.8336705,8.199671
gds-grizli-v7.0-fix,f460m_tot_1,385,1.067323,1.0000002,0.0068,11468,3.4515686,4.582235,7.8021436
gds-grizli-v7.0-fix,f475w_tot_1,234,0.938278,1.023705,0.0068,11709,7.2345247,9.798682,15.457714
gds-grizli-v7.0-fix,f480m_tot_1,386,1.094176,1.0000004,0.0068,11473,2.3873546,3.2313752,5.5789537
gds-grizli-v7.0-fix,f606w_tot_1,236,0.848819,1.017809,0.0068,52203,0.8317751,2.953937,5.83019
gds-grizli-v7.0-fix,f606wu_tot_1,214,0.851409,1.0179185,0.0068,9458,7.3256183,9.603791,18.00003
gds-grizli-v7.0-fix,f775w_tot_1,238,0.797606,1.011628,0.0068,52077,1.002649,6.279981,11.176423
gds-grizli-v7.0-fix,f814w_tot_1,239,0.783424,1.010867,0.0068,52206,2.3264995,3.4393718,5.793648
gds-grizli-v7.0-fix,f814wu_tot_1,217,0.821449,1.010876,0.0068,1433,37.173664,48.065254,95.57605
gds-grizli-v7.0-fix,f850lp_tot_1,240,0.792537,1.0088556,0.0068,52200,1.793315,7.3703284,12.484257
gds-grizli-v7.2-fix,clearp-f430m_tot_1,360,1.026199,1.0000024,0.0066,76,2.093143,3.127746,6.5901966
gds-grizli-v7.2-fix,clearp-f480m_tot_1,361,1.126801,1.0000037,0.0066,77,2.7157226,4.080572,8.428708
gds-grizli-v7.2-fix,f090w_tot_1,363,0.853125,1.0086434,0.0066,56219,0.9377147,1.7888808,3.7374406
gds-grizli-v7.2-fix,f1000w_tot_1,397,1.714455,1.0,0.0066,35755,44.585186,64.24141,150.17537
gds-grizli-v7.2-fix,f105w_tot_1,202,0.847996,1.0066313,0.0066,64198,2.0549307,6.3466806,13.380372
gds-grizli-v7.2-fix,f110w_tot_1,241,0.854132,1.0058583,0.0066,3767,7.2428427,9.0688,12.971696
gds-grizli-v7.2-fix,f115w_tot_1,364,0.799429,1.0056413,0.0066,61774,0.8176174,1.5003484,5.3617854
gds-grizli-v7.2-fix,f115wn_tot_1,351,0.793217,1.0056822,0.0066,7573,1.8346248,2.5155194,5.8628817
gds-grizli-v7.2-fix,f125w_tot_1,203,0.857653,1.00495,0.0066,69759,2.836139,6.5942683,10.9744
gds-grizli-v7.2-fix,f1280w_tot_1,399,2.122054,1.0,0.0066,34482,62.613735,92.66374,217.41214
gds-grizli-v7.2-fix,f140w_tot_1,204,0.877074,1.0041549,0.0066,67178,4.9202256,27.31923,39.79446
gds-grizli-v7.2-fix,f1500w_tot_1,400,2.643924,1.0,0.0066,34510,60.822277,90.41227,212.01884
gds-grizli-v7.2-fix,f150w_tot_1,365,0.791174,1.0036614,0.0066,62107,0.83698225,1.6349638,4.898379
gds-grizli-v7.2-fix,f150w2-f162m_tot_1,369,0.802691,1.0032003,0.0066,8026,0.7113306,1.0509981,2.0334413
gds-grizli-v7.2-fix,f150wn_tot_1,352,0.790245,1.0036912,0.0066,7904,3.444629,4.7097573,7.978273
gds-grizli-v7.2-fix,f160w_tot_1,205,0.885243,1.003503,0.0066,69759,3.200934,8.42967,13.843968
gds-grizli-v7.2-fix,f1800w_tot_1,401,3.310508,1.0,0.0066,34511,128.02194,189.34335,447.03748
gds-grizli-v7.2-fix,f182m_tot_1,370,0.826406,1.0026602,0.0066,62288,0.7651529,3.6883013,7.0984287
gds-grizli-v7.2-fix,f200w_tot_1,366,0.820838,1.0024099,0.0066,63265,0.8244161,1.535038,5.392633
gds-grizli-v7.2-fix,f200wn_tot_1,353,0.795369,1.0024039,0.0066,8430,3.2060587,4.4159336,7.4630976
gds-grizli-v7.2-fix,f2100w_tot_1,402,4.369757,1.0,0.0066,34191,118.65085,174.15082,423.99728
gds-grizli-v7.2-fix,f210m_tot_1,371,0.847217,1.0022161,0.0066,60997,0.9028557,4.505871,8.344932
gds-grizli-v7.2-fix,f250m_tot_1,379,0.928603,1.001739,0.0066,8010,0.46258444,0.6968981,1.4232509
gds-grizli-v7.2-fix,f277w_tot_1,375,0.907728,1.001547,0.0066,62518,0.5855281,1.0929871,3.5273612
gds-grizli-v7.2-fix,f300m_tot_1,380,0.915303,1.0013845,0.0066,8011,0.3788734,0.5781862,1.2968932
gds-grizli-v7.2-fix,f335m_tot_1,381,0.945082,1.000532,0.0066,39615,0.5772755,1.3424151,2.3595994
gds-grizli-v7.2-fix,f356w_tot_1,376,0.963328,1.0002862,0.0066,62131,0.6272927,1.114307,3.3848765
gds-grizli-v7.2-fix,f410m_tot_1,383,0.986866,1.0,0.0066,56253,0.92299306,1.6881626,3.7467055
gds-grizli-v7.2-fix,f430m_tot_1,384,1.012838,1.0,0.0066,12422,2.4732473,3.3584704,5.781748
gds-grizli-v7.2-fix,f435w_tot_1,233,0.963863,1.025459,0.0066,69750,1.244388,3.5169692,6.1394315
gds-grizli-v7.2-fix,f444w_tot_1,377,1.0,1.0000001,0.0066,69244,0.794944,1.5802305,6.2429395
gds-grizli-v7.2-fix,f460m_tot_1,385,1.048888,1.0000002,0.0066,12420,3.4144986,4.622026,7.858248
gds-grizli-v7.2-fix,f475w_tot_1,234,0.92303,1.023,0.0066,12597,7.060273,9.77599,15.4333105
gds-grizli-v7.2-fix,f480m_tot_1,386,1.075066,1.0000004,0.0066,12425,2.3661919,3.2492282,5.601379
gds-grizli-v7.2-fix,f560w_tot_1,395,1.114775,1.0,0.0066,38246,6.21743,29.296047,62.85965
gds-grizli-v7.2-fix,f606w_tot_1,236,0.83687,1.0172809,0.0066,69759,0.85877067,3.0305486,5.5968237
gds-grizli-v7.2-fix,f770w_tot_1,396,1.363343,1.0,0.0066,39573,13.473982,30.40897,53.606293
gds-grizli-v7.2-fix,f775w_tot_1,238,0.786149,1.0112841,0.0066,69673,1.0407467,7.182676,11.538356
gds-grizli-v7.2-fix,f814w_tot_1,239,0.772961,1.0105457,0.0066,69759,2.2702894,3.3056595,5.46251
gds-grizli-v7.2-fix,f850lp_tot_1,240,0.782455,1.0085939,0.0066,69753,1.8555452,7.792728,12.218614
gds-sw-grizli-v7.0-fix,f090w_tot_1,363,0.837532,1.0085119,0.0065,54851,0.90661466,2.2177052,4.6065288
gds-sw-grizli-v7.0-fix,f105w_tot_1,202,0.840002,1.0065304,0.0065,51017,4.28498,8.304063,17.374823
gds-sw-grizli-v7.0-fix,f110w_tot_1,241,0.845083,1.0057694,0.0065,3931,7.191714,9.11228,13.373369
gds-sw-grizli-v7.0-fix,f115w_tot_1,364,0.788012,1.0055556,0.0065,66635,0.7566935,1.6283492,4.838359
gds-sw-grizli-v7.0-fix,f125w_tot_1,203,0.85077,1.004875,0.0065,58740,4.7597275,7.718974,17.963709
gds-sw-grizli-v7.0-fix,f140w_tot_1,204,0.869025,1.0040919,0.0065,52939,16.917759,28.863174,42.282566
gds-sw-grizli-v7.0-fix,f150w_tot_1,365,0.785668,1.0036058,0.0065,68315,0.79536384,1.871037,4.6410694
gds-sw-grizli-v7.0-fix,f150w2-f162m_tot_1,369,0.796257,1.0031517,0.0065,15850,0.8030122,1.170791,2.0943859
gds-sw-grizli-v7.0-fix,f160w_tot_1,205,0.882755,1.0034498,0.0065,62804,6.2546253,9.982358,22.286676
gds-sw-grizli-v7.0-fix,f182m_tot_1,370,0.821372,1.0026199,0.0065,44396,0.5429844,2.2290726,6.0427737
gds-sw-grizli-v7.0-fix,f200w_tot_1,366,0.819223,1.0023733,0.0065,60374,0.76357794,1.6776482,4.5017166
gds-sw-grizli-v7.0-fix,f210m_tot_1,371,0.842398,1.0021825,0.0065,43964,0.7305769,2.5188124,7.3503304
gds-sw-grizli-v7.0-fix,f250m_tot_1,379,0.906388,1.0017127,0.0065,15990,0.6152276,0.90110457,1.6998154
gds-sw-grizli-v7.0-fix,f277w_tot_1,375,0.904009,1.0015235,0.0065,68916,0.576378,1.2425721,3.5484746
gds-sw-grizli-v7.0-fix,f300m_tot_1,380,0.91855,1.0013635,0.0065,15995,0.42128354,0.63382536,1.3708559
gds-sw-grizli-v7.0-fix,f335m_tot_1,381,0.94667,1.0005239,0.0065,28484,0.45665523,0.89817846,2.0096698
gds-sw-grizli-v7.0-fix,f356w_tot_1,376,0.959746,1.0002818,0.0065,68958,0.5912665,1.1924925,3.3280897
gds-sw-grizli-v7.0-fix,f410m_tot_1,383,0.985455,1.0,0.0065,64734,0.8868692,1.8677322,4.4253836
gds-sw-grizli-v7.0-fix,f430m_tot_1,384,0.998946,1.0,0.0065,7402,2.4613652,3.3008406,5.827451
gds-sw-grizli-v7.0-fix,f435w_tot_1,233,0.953141,1.0250685,0.0065,69517,1.6515981,3.7794025,6.414375
gds-sw-grizli-v7.0-fix,f444w_tot_1,377,1.0,1.0000001,0.0065,68871,0.7452255,1.6845113,4.1329036
gds-sw-grizli-v7.0-fix,f460m_tot_1,385,1.042538,1.0000002,0.0065,7402,3.3874705,4.5349116,7.9040656
gds-sw-grizli-v7.0-fix,f480m_tot_1,386,1.066803,1.0000004,0.0065,7404,2.2943316,3.1043963,5.479498
gds-sw-grizli-v7.0-fix,f606w_tot_1,236,0.82711,1.0170169,0.0065,70680,1.3550192,3.5819364,7.3722854
gds-sw-grizli-v7.0-fix,f606wu_tot_1,214,0.821279,1.0171213,0.0065,7667,7.7355766,13.889149,26.074022
gds-sw-grizli-v7.0-fix,f770w_tot_1,396,1.358417,1.0,0.0065,11723,2.0125196,3.2063046,6.329537
gds-sw-grizli-v7.0-fix,f775w_tot_1,238,0.779254,1.0111122,0.0065,68463,1.8894404,8.252302,13.739111
gds-sw-grizli-v7.0-fix,f814w_tot_1,239,0.770488,1.0103852,0.0065,70948,2.390575,3.5439785,7.0240483
gds-sw-grizli-v7.0-fix,f814wu_tot_1,217,1.0,1.0103937,0.0065,5720,34.401802,46.54512,86.859
gds-sw-grizli-v7.0-fix,f850lp_tot_1,240,0.776604,1.0084633,0.0065,70955,2.9665606,8.966603,15.475762
j061548m5745-grizli-v7.0-fix,f090w_tot_1,363,0.879327,1.0484594,0.0363,9606,3.8421526,5.6301303,10.361894
j061548m5745-grizli-v7.0-fix,f105w_tot_1,202,0.894049,1.0370094,0.0363,3216,8.908748,12.598947,24.111996
j061548m5745-grizli-v7.0-fix,f115w_tot_1,364,0.839557,1.0314182,0.0363,9607,3.8310657,5.5693064,10.230069
j061548m5745-grizli-v7.0-fix,f125w_tot_1,203,0.920598,1.0275263,0.0363,3212,9.213051,12.83219,29.165241
j061548m5745-grizli-v7.0-fix,f140w_tot_1,204,0.931548,1.0230632,0.0363,3223,5.9342036,8.321476,19.871426
j061548m5745-grizli-v7.0-fix,f150w_tot_1,365,0.848805,1.0203023,0.0363,9598,3.1461282,4.5912557,8.559742
j061548m5745-grizli-v7.0-fix,f160w_tot_1,205,0.956748,1.019418,0.0363,3225,7.9177866,11.196609,22.375156
j061548m5745-grizli-v7.0-fix,f200w_tot_1,366,0.894516,1.013326,0.0363,9617,2.5564222,3.7511773,7.3084626
j061548m5745-grizli-v7.0-fix,f277w_tot_1,375,1.0,1.0085378,0.0363,9485,1.984209,2.851348,5.622803
j061548m5745-grizli-v7.0-fix,f356w_tot_1,376,1.077733,1.0015715,0.0363,9501,1.9977038,2.8592415,5.721924
j061548m5745-grizli-v7.0-fix,f410m_tot_1,383,1.12232,1.0000001,0.0363,9523,3.829024,5.4261184,10.008628
j061548m5745-grizli-v7.0-fix,f435w_tot_1,233,1.113196,1.1482509,0.0363,3844,11.641261,15.81815,28.530266
j061548m5745-grizli-v7.0-fix,f444w_tot_1,377,1.172174,1.0000008,0.0363,9507,3.239674,4.586156,8.458997
j061548m5745-grizli-v7.0-fix,f606w_tot_1,236,0.908407,1.0987066,0.0363,9526,5.1972265,7.601359,12.722639
j061548m5745-grizli-v7.0-fix,f814w_tot_1,239,0.789911,1.0593693,0.0363,9386,6.6761904,10.556608,19.786472
j112716p4228-grizli-v7.0-fix,f090w_tot_1,363,0.910879,1.0217469,0.0165,2987,9.638786,14.009032,28.79233
j112716p4228-grizli-v7.0-fix,f110w_tot_1,241,0.963673,1.0147072,0.0165,1956,8.901614,11.811433,23.127142
j112716p4228-grizli-v7.0-fix,f150w_tot_1,365,0.880256,1.0091783,0.0165,2985,7.210589,10.42339,21.832632
j112716p4228-grizli-v7.0-fix,f160w_tot_1,205,0.999067,1.0087804,0.0165,1958,18.554466,24.464588,47.433475
j112716p4228-grizli-v7.0-fix,f200w_tot_1,366,0.909349,1.0060357,0.0165,2987,4.144302,5.99662,13.65469
