calib_0_16,calib_0_50,calib_0_84,calib_1_16,calib_1_50,calib_1_84,calib_2_16,calib_2_50,calib_2_84,continuity_dsfr1_16,continuity_dsfr1_50,continuity_dsfr1_84,continuity_dsfr2_16,continuity_dsfr2_50,continuity_dsfr2_84,continuity_dsfr3_16,continuity_dsfr3_50,continuity_dsfr3_84,continuity_dsfr4_16,continuity_dsfr4_50,continuity_dsfr4_84,continuity_dsfr5_16,continuity_dsfr5_50,continuity_dsfr5_84,continuity_dsfr6_16,continuity_dsfr6_50,continuity_dsfr6_84,continuity_massformed_16,continuity_massformed_50,continuity_massformed_84,continuity_metallicity_16,continuity_metallicity_50,continuity_metallicity_84,dust_Av_16,dust_Av_50,dust_Av_84,nebular_logU_16,nebular_logU_50,nebular_logU_84,noise_scaling_16,noise_scaling_50,noise_scaling_84,redshift_16,redshift_50,redshift_84,stellar_mass_16,stellar_mass_50,stellar_mass_84,formed_mass_16,formed_mass_50,formed_mass_84,sfr_16,sfr_50,sfr_84,ssfr_16,ssfr_50,ssfr_84,nsfr_16,nsfr_50,nsfr_84,mass_weighted_age_16,mass_weighted_age_50,mass_weighted_age_84,tform_16,tform_50,tform_84,tquench_16,tquench_50,tquench_84,mass_weighted_zmet_16,mass_weighted_zmet_50,mass_weighted_zmet_84,sfh_16,sfh_50,sfh_84,photometry_16,photometry_50,photometry_84,spectrum_16,spectrum_50,spectrum_84,spectrum_full_16,spectrum_full_50,spectrum_full_84,uvj_16,uvj_50,uvj_84,chisq_phot_16,chisq_phot_50,chisq_phot_84,dust_curve_16,dust_curve_50,dust_curve_84,calib_16,calib_50,calib_84
1.3517980613522302,1.3789926423279724,1.4051442556531586,0.00042966907812346894,0.030995131678458653,0.0682190469396971,0.021280959679987856,0.041588045320499714,0.06551328025153218,0.17901666973075667,0.3132958866983658,0.5731856411293691,-6.358719692153884,-3.9727035145863807,-2.457825831065701,-2.2312933057079563,-0.6769427652637364,0.2349211289209385,-2.109968559875144,-0.664620356772377,0.47479980712685754,-1.5822787786676584,-0.36550561827480343,0.5926060750027782,-1.4972778701843141,-0.270785192354821,0.7261344189701008,10.4511824999366,10.468721623065498,10.484609236862987,2.493524043259079,2.6031944300434775,2.7682271907735014,0.025237823143523738,0.10343371265326598,0.2081126107892853,-2.5053672982270476,-2.247671350325425,-1.996263498194989,1.453910332922306,1.507254097996455,1.5710003181219927,3.46378243197809,3.465832663075301,3.4684189614932928,10.228216058276145,10.246297228688185,10.260938132769894,10.4511824999366,10.468721623065498,10.484609236862987,1.1591183762635293e-06,0.000360388456922903,0.009350466174744327,-16.184257525775756,-13.687780119847176,-12.260772158541922,-7.1492955668884335,-4.653446890603261,-3.224880814854971,0.7836921192462459,0.8793566754205966,0.9296508637014879,0.8637913482625967,0.9150101581840202,1.010457967388437,1.4533755953708458,1.4549211876852834,1.4561464219446507,2.493402582475811,2.591506866323764,2.739817709810385,0.0,2.4684315392921604e-05,10.032651575593919,7.997898920718503e-21,2.1143585815910776e-20,3.347987615894004e-20,1.747242357569408e-20,2.2363624203106463e-20,3.3466733299881544e-20,9.9982174497294e-24,4.4546369309215465e-21,2.3005564261557626e-20,2.7138785501688005,3.602970217541717,5.157527869646472,13.806475094456566,16.76223766737921,20.9121153800773,0.044057808323930324,1.2416544710114301,4.288832786244905,1.3227850643913608,1.3653489653164879,1.4242983561015323
